Q1_res,Q1_cat,user_id,Total (MB),Downlink (Kbps),Uplink (Kbps),Downlink TCP Rate(%),Video Download (Kbps),Video Delay (ms),Web Download (Kbps),Web TCP RTT(ms),Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_all,outliers,LogisticRegression,RandomForest,GaussianNB,KNeighborsClassifier,AdaBoostClassifier,threshold,Q1_new,new_cls,STD Downlink (Kbps),STD Uplink (Kbps),STD Downlink TCP Rate(%),STD Video Download (Kbps),STD Video Delay (ms),STD Web Download (Kbps),STD Web TCP RTT(ms)
4,0,2180,548.81532,1118.02,79.86,2.25,3170.36,1491,1256.88,131,0,0,1,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.08790526766404459,0.07644625957521793,0.20166512488436633,0.11448558475990729,0.12801101169993118,0.11185281362936965,0.07973219720024345
2,0,1933,584.95355,1168.88,129.21,0.77,7960.21,1408,4370.78,60,1,0,0,0,0,0,0,1,0,False,False,True,False,False,0.5,0,0,0.0919521755113538,0.12760046852487225,0.06475485661424606,0.2874529380454149,0.11849047946776783,0.38896636174891497,0.036518563603164945
7,0,1461,440.0144,7268.64,400.81,0.22,18341.14,955,3046.05,98,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,0,0.5773073979003185,0.4091300156520477,0.013876040703052728,0.6623210417944101,0.06652902041752695,0.27107541130079355,0.05964698721850274
1,0,1341,666.76841,441.08,138.75,1.78,14526.83,1430,4876.87,93,0,0,1,0,0,0,0,1,0,False,False,True,True,False,0.5,0,0,0.03404144937545852,0.13748924569568685,0.1581868640148011,0.5245816333973946,0.1210139940353292,0.4340045439538094,0.05660377358490566
1,0,1346,768.71236,4168.06,131.55,1.86,7749.17,3275,817.38,112,0,0,0,1,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.3305956099882078,0.1300260176422419,0.16558741905642924,0.2798320250236348,0.33264510208763476,0.07274063777319566,0.06816798539257456
5,0,1365,424.03157000000004,1350.72,58.34,0.59,3528.49,1722,2075.21,171,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.106421104393672,0.05413950017103231,0.04810360777058279,0.1274180979350879,0.15450791465932553,0.1846779942172715,0.10407790626902008
5,0,1419,697.96344,4849.19,68.35,0.89,6637.6,1624,2465.83,50,0,0,1,0,0,0,0,1,0,False,False,False,True,False,0.5,0,0,0.38479282473531184,0.0645154602842246,0.07585568917668825,0.23969187013536655,0.1432668043129158,0.21944021977572126,0.030432136335970784
4,0,827,216.17856,156.93,76.51,1.23,791.48,2050,724.07,405,0,0,1,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.011431758757823679,0.07297378541146228,0.10730804810360776,0.02858131272971253,0.19213122275751318,0.06443675352031832,0.24650030432136336
8,0,244,692.54495,3773.11,271.06,0.45,7169.49,1909,3312.53,56,0,0,1,0,0,0,0,1,0,False,False,True,False,False,0.5,0,0,0.2991696120665647,0.2746364267722575,0.03515263644773358,0.2588990698470545,0.17595778848359717,0.2947901157880592,0.03408399269628728
7,0,86,520.899,886.86,157.48,2.05,4303.92,3198,613.15,303,1,0,1,1,1,0,0,4,0,False,False,False,False,False,0.5,0,0,0.06951196805759564,0.15690400422916254,0.183163737280296,0.15541982549611408,0.32381280110117,0.05456571246009802,0.18441874619598295
1,0,237,154.98348000000001,164.9,97.51,1.55,2543.58,2293,447.24,156,1,0,1,0,0,0,0,2,0,False,False,False,False,False,0.5,0,0,0.012065928155052431,0.09474153390067688,0.13691026827012026,0.0918517908640044,0.22000458820830465,0.03980097731493801,0.09494826536822885
1,0,562,131.89206000000001,1118.61,191.25,5.74,4778.33,2600,1133.76,139,1,0,0,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.08795221370474282,0.19190861691872335,0.5245143385753931,0.17255135196817012,0.2552190869465474,0.10089606484344896,0.08460133901399879
1,0,658,181.27976999999998,1266.58,148.05,2.41,2640.53,1703,506.89,139,0,0,1,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.0997261215727401,0.14712924859805335,0.2164662349676226,0.09535277417267377,0.15232851571461345,0.04510937615412066,0.08460133901399879
3,0,2885,233.82757,197.1,99.97,1.84,390.58,2604,510.88,130,0,0,1,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.014628068003329192,0.09729147015227058,0.1637372802960222,0.014104322441465507,0.2556779077770131,0.04546445597588661,0.07912355447352404
1,0,1254,772.70253,164.19,59.46,2.85,349.62,7175,129.07,1150,1,0,0,0,0,0,0,1,0,False,False,False,False,True,0.5,0,0,0.012009433767093533,0.055300446757123756,0.25716928769657726,0.012625206646487714,0.7799954117916953,0.011486253783290958,0.699939135727328
2,0,2286,582.74947,2477.58,123.42,1.13,6097.99,1421,1807.9,161,0,0,1,0,0,0,0,1,0,False,False,False,True,False,0.5,0,0,0.1960848593448879,0.12159878929856022,0.0980573543015726,0.22020589176310168,0.11998164716678138,0.1608894260076836,0.09799147900182593
8,0,1186,210.71556,3087.08,258.37,0.45,8068.86,1204,1547.47,137,0,0,0,0,0,0,0,0,0,False,False,False,True,False,0.5,0,0,0.24458250647298374,0.2614824873280607,0.03515263644773358,0.29137642269200514,0.09509061711401698,0.13771312576144154,0.08338405356055995
8,0,746,257.33418,393.49,74.45,0.67,1028.83,1287,2194.23,83,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.03025473399100228,0.07083847294061552,0.05550416281221092,0.037152312093432734,0.10461114934618032,0.19526987401340762,0.0505173463177115
5,0,721,513.33838,4288.46,156.55,2.38,3624.09,2815,706.39,248,0,0,0,1,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.3401757850730687,0.1559400039389259,0.21369102682701202,0.1308703310893818,0.27988070658407893,0.06286336724241806,0.1509433962264151
6,0,2464,355.89119,1011.71,52.8,2.59,1468.02,2285,370.26,416,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.079446227686706,0.04839696080768712,0.23311748381128583,0.05301200120467048,0.21908694654737326,0.03295033955064159,0.25319537431527694
3,0,1500,584.0289700000001,2868.89,41.72,1.22,3078.02,1720,5996.07,87,1,0,1,0,0,0,0,2,0,False,False,True,False,False,0.5,0,0,0.22722122406629097,0.03691188208099675,0.10638297872340424,0.11115107420062385,0.15427850424409267,0.5336048789213405,0.05295191722458917
8,0,2603,294.11704,867.18,234.65,1.84,6925.39,1455,3220.85,185,1,0,1,1,0,0,0,3,0,False,False,False,False,False,0.5,0,0,0.0679460391068476,0.23689529712976687,0.1637372802960222,0.2500843197114569,0.12388162422573985,0.2866312892067303,0.11259890444309191
3,0,282,780.8778599999999,3582.28,136.36,0.36,9834.35,1717,3801.6,49,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,0,0.2839853528353022,0.13501186860572387,0.02682701202590194,0.355130430135251,0.1539343886212434,0.338313646723165,0.02982349360925137
1,0,1948,405.26692,3695.03,132.28,1.32,7068.39,1646,5499.6,57,0,0,0,0,0,0,0,0,0,False,False,True,True,False,0.5,0,0,0.2929568207822961,0.13078270604210504,0.11563367252543941,0.2552482249527124,0.14579031888047717,0.4894228039558918,0.03469263542300669
1,0,1790,546.81503,1891.46,127.66,7.25,4881.62,1912,1740.77,150,0,0,0,1,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.1494475485414104,0.12599380137447783,0.6641998149861239,0.17628128044627694,0.17630190410644644,0.15491536374323547,0.09129640900791236
7,0,2770,404.07541000000003,1556.99,151.51,3.87,3310.87,1679,1182.88,95,0,1,0,1,1,0,0,3,0,False,False,False,False,False,0.5,0,0,0.12283391763913933,0.15071574430151438,0.3515263644773358,0.11955957304975909,0.14957559073181922,0.10526737332594104,0.05782105903834449
3,0,2356,184.46264,2980.42,23.14,0.9,6720.58,910,1435.19,137,1,0,1,0,0,0,0,2,0,False,True,False,False,True,0.5,0,0,0.23609561714946825,0.017652607465301173,0.07678075855689177,0.24268837962431325,0.061367286074787794,0.1277210549875366,0.08338405356055995
8,0,1120,265.59959,176.46,30.29,0.44,5016.87,1069,2585.5,61,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.01298575227449589,0.02506400754615281,0.034227567067530065,0.18116532369019167,0.07960541408579949,0.23008994465560373,0.03712720632988436
8,0,2204,175.28236,301.55,52.53,2.15,3233.56,1472,1393.69,45,1,0,0,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.02293910859812757,0.048117089755682935,0.19241443108233117,0.11676781420918943,0.1258316127552191,0.12402786887142463,0.027388922702373707
1,0,2158,307.92434,11311.6,151.78,0.9,14235.46,1128,929.41,123,0,0,0,0,0,0,0,0,0,False,False,True,True,False,0.5,0,0,0.8990039482415924,0.15099561535351858,0.07678075855689177,0.5140599056341456,0.08637302133516862,0.08271046043796737,0.07486305538648813
8,0,1369,241.73197000000002,286.7,47.94,2.62,1737.83,4546,472.4,653,1,0,0,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.021757500624621052,0.04335928187161174,0.2358926919518964,0.06275517094693021,0.478435420968112,0.04204002701810373,0.39744370054777844
1,0,137,525.45815,740.18,113.79,1.0,3901.56,2820,2376.57,407,0,0,1,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.057840704922650435,0.11161672177707753,0.08603145235892691,0.14089011281869057,0.28045423262216107,0.21149675489080186,0.24771758977480218
7,0,528,292.00501,3149.18,410.99,0.62,11406.55,955,1652.08,183,1,0,1,1,0,0,0,3,0,False,False,True,False,False,0.5,0,0,0.24952377618037463,0.41968219087205744,0.050878815911193344,0.4119044988086906,0.06652902041752695,0.14702262454713974,0.11138161898965307
5,0,915,790.11398,2664.55,230.22,0.84,9491.5,1243,2674.04,189,0,0,0,0,0,0,0,0,0,False,False,False,True,False,0.5,0,0,0.21096198007259928,0.23230333875799444,0.07123034227567067,0.34274969648514997,0.09956412021105758,0.23796933498621953,0.11503347534996956
1,0,2404,269.05585,1622.64,143.0,0.79,6183.63,1967,486.84,352,1,0,0,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.1280576592863247,0.14189462336612316,0.0666049953746531,0.22329845711178084,0.18261069052534984,0.043325077801637635,0.21424223980523432
3,0,524,271.66348,116.94,17.6,3.06,2011.23,1669,1037.26,169,0,0,0,0,0,0,0,0,0,False,False,False,False,True,0.5,0,0,0.008249772033209151,0.01191006810195599,0.2765957446808511,0.07262797998860329,0.14842853865565497,0.09230829471803191,0.10286062081558126
3,0,2031,116.70786000000001,314.4,57.48,7.19,1569.9,3142,553.1,263,1,0,1,1,0,0,0,3,0,False,False,False,False,False,0.5,0,0,0.02396157745062311,0.053248059042426375,0.6586493987049028,0.05669101285487404,0.31738930947465016,0.04922171664630223,0.16007303712720633
1,0,2858,522.42673,1187.92,108.96,0.42,3100.6,2006,872.83,197,0,0,0,0,0,0,0,0,0,False,False,False,True,False,0.5,0,0,0.09346717994337832,0.10661013962455816,0.03237742830712303,0.11196646567158573,0.18708419362239045,0.07767526837894048,0.1199026171637249
5,0,788,867.28384,2542.35,141.9,0.26,8195.66,1189,3596.07,154,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.20123857977882845,0.14075440796906905,0.01757631822386679,0.2959553260807548,0.09337003899977059,0.3200230312425747,0.09373097991479001
1,0,318,152.21668,2091.94,45.41,1.53,3154.19,2509,1354.85,152,1,0,0,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.16539965403155094,0.04073678645838732,0.13506012950971322,0.11390166624416533,0.24478091305345262,0.12057140263648992,0.09251369446135119
4,0,2008,146.48271,11844.14,86.13,0.82,7150.87,963,2151.69,86,0,0,0,0,0,1,0,1,0,True,True,True,True,False,0.5,1,1,0.9413779219931857,0.08294548733842629,0.06938020351526364,0.2582266788289274,0.06744666207845836,0.19148413576330148,0.05234327449786975
6,0,2718,144.7274,1831.33,204.59,0.7,7649.82,1881,2862.65,44,0,0,1,1,1,0,0,3,0,False,True,False,False,False,0.5,0,0,0.1446630308682153,0.20573632000663397,0.05827937095282145,0.27624437477385344,0.17274604267033725,0.25475419844067454,0.02678027997565429
5,0,1987,436.4765,1579.07,434.69,0.65,6002.69,1114,2932.49,60,1,0,1,0,0,0,0,2,0,False,False,True,True,False,0.5,0,0,0.12459081353510053,0.4442486498813139,0.05365402405180389,0.2167644919764468,0.08476714842853865,0.2609694302081266,0.036518563603164945
6,0,557,655.86922,1719.2,55.69,0.9,4523.56,1243,883.16,110,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.13574089604873477,0.0513926176235838,0.07678075855689177,0.1633512950568788,0.09956412021105758,0.0785945602483245,0.06695069993913573
7,0,1206,560.7588099999999,960.52,113.27,2.67,4389.96,1618,3908.59,65,0,0,1,1,1,0,0,3,0,False,False,False,False,False,0.5,0,0,0.07537306188442999,0.1110777108621065,0.24051803885291398,0.15852683533497855,0.14257857306721725,0.34783494750781135,0.03956177723676202
5,0,3077,144.43657,781.4,114.33,2.07,4721.98,1608,2530.44,118,1,0,0,1,0,0,0,2,0,False,False,False,False,False,0.5,0,0,0.06112056220668671,0.1121764638810859,0.18501387604070302,0.17051648441331174,0.141431520991053,0.22519002110010672,0.07181984175289105
2,0,2626,104.41158,3994.33,825.62,3.44,8405.05,938,1551.53,61,0,1,0,0,0,0,0,1,0,False,False,True,True,True,0.5,1,1,0.3167719902415891,0.8494708363998217,0.31174838112858466,0.30351665558052043,0.06457903188804771,0.1380744350537648,0.03712720632988436
2,0,1284,312.60335,1272.66,77.55,1.61,8210.66,1453,2114.73,215,1,0,0,0,0,0,0,1,0,False,False,False,True,False,0.5,0,0,0.1002099045006135,0.07405180724140432,0.14246068455134134,0.29649699446270467,0.12365221381050699,0.1881949753090485,0.13085818624467438
8,0,437,778.3127400000001,1102.28,73.49,1.53,8227.93,1424,1623.49,104,0,0,1,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.08665284278168818,0.06984337586682283,0.13506012950971322,0.29712063532645633,0.12032576278963066,0.14447833078666644,0.06329884357881924
7,0,1631,316.67152999999996,3803.0,303.23,1.14,10607.07,1455,2309.75,97,0,0,0,0,0,0,0,0,0,False,False,True,False,False,0.5,0,0,0.3015479462300738,0.30798254433883054,0.09898242368177611,0.3830342962752715,0.12388162422573985,0.20555028028167888,0.05903834449178332
2,0,70,283.66389,257.67,44.4,1.25,642.26,3077,485.5,616,0,0,0,1,1,0,0,2,0,False,False,False,False,False,0.5,0,0,0.019447596283146695,0.03968986141200129,0.1091581868640148,0.023192795666075162,0.30993347097958246,0.04320582793668366,0.37492391965916005
7,0,2679,127.53258000000001,3903.36,83.59,1.45,2984.29,1842,1170.42,78,1,0,0,0,1,0,0,2,0,False,False,False,False,True,0.5,0,0,0.30953354732240473,0.0803126263306832,0.1276595744680851,0.1077663690379464,0.16827253957329663,0.10415852756674211,0.04747413268411443
3,0,2850,646.08657,3736.18,222.13,0.88,10109.11,1104,2849.91,291,0,0,0,1,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.29623110819709697,0.2239175727923875,0.07493061979648474,0.36505235044355416,0.0836200963523744,0.2536204347992464,0.17711503347534996
2,0,612,183.65601999999998,270.32,78.31,8.96,910.22,4298,533.27,537,0,0,1,1,1,0,0,3,0,False,False,False,False,False,0.5,0,0,0.020454151223541134,0.07483959242482353,0.8223866790009251,0.03286915964122775,0.44998852947923834,0.047456996629856425,0.3268411442483262
5,0,2753,271.61382000000003,746.04,60.2,1.66,2046.02,1963,1048.27,129,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.0583069825472126,0.05606750075150561,0.1470860314523589,0.07388428952247238,0.18215186969488414,0.09328810144425825,0.07851491174680462
7,0,1608,363.55069,1314.61,250.4,5.47,5983.5,1519,1844.12,277,0,0,0,0,0,0,0,0,0,False,False,False,True,False,0.5,0,0,0.10354784756381877,0.25322110849667784,0.4995374653098982,0.2160715175598056,0.1312227575131911,0.1641127320589023,0.16859403530127814
7,0,765,679.5169400000001,1019.5,69.49,1.38,2135.78,4916,999.38,173,0,0,1,1,0,0,0,2,0,False,False,False,False,False,0.5,0,0,0.08006607456304377,0.06569713805935339,0.12118408880666048,0.07712563312006043,0.5208763477861895,0.08893726122216873,0.10529519172245892
5,0,838,280.48658,736.63,101.61,1.28,3263.33,1615,1336.13,143,0,0,0,1,1,0,0,2,0,False,False,False,False,False,0.5,0,0,0.05755823298285595,0.09899142765333306,0.11193339500462533,0.11784284539123262,0.14223445744436797,0.11890546422459557,0.08703590992087644
2,0,2582,654.23812,2123.3,199.31,0.34,8369.93,962,2148.83,137,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.1678949554490031,0.2002632861007743,0.02497687326549491,0.3022484293422485,0.06733195687084194,0.1912296173948176,0.08338405356055995
1,0,2990,199.53648,662.84,64.72,0.76,4838.3,1121,945.38,77,0,0,0,0,0,0,0,0,0,False,True,False,False,True,0.5,0,0,0.05168679511315588,0.06075274947394608,0.06382978723404255,0.17471694215920572,0.08557008488185364,0.0841316696493965,0.04686548995739501
4,0,2823,191.02495,538.84,121.15,1.19,2586.12,1662,2833.86,368,0,0,1,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.04182016961047518,0.11924579934282131,0.10360777058279369,0.09338796239521424,0.14762560220233997,0.25219210619289467,0.22398052343274497
1,0,1777,380.39056,1218.06,247.83,3.16,3776.73,1980,3085.15,60,0,0,0,1,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.09586540649701376,0.2505571507053787,0.2858464384828862,0.13638234854410372,0.1841018582243634,0.2745550155692268,0.036518563603164945
8,0,2412,468.00929,1262.98,73.0,1.3,5792.1,2425,1204.8,134,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.09943967115492035,0.06933546173540783,0.11378353376503238,0.2091598290061252,0.23514567561367286,0.10721808753474042,0.0815581253804017
1,0,129,641.85847,4410.52,357.93,1.86,6230.28,1143,1877.49,73,0,0,0,1,0,0,0,1,0,False,False,True,False,True,0.5,0,0,0.34988804562836884,0.36468234635597524,0.16558741905642924,0.22498304577964495,0.088093599449415,0.1670824096660025,0.044430919050517347
1,0,1414,204.11442,1725.79,252.55,2.26,2824.85,2247,849.38,141,0,0,0,0,0,0,1,1,0,False,False,False,False,False,0.5,0,0,0.13626525945246595,0.25544971131819266,0.20259019426456984,0.10200879525007384,0.21472814865794906,0.07558839574224586,0.08581862446743761
1,0,1557,241.79386,335.0,197.47,1.58,4237.76,1451,998.53,51,0,0,0,0,0,0,0,0,0,False,False,False,True,False,0.5,0,0,0.025600710397036194,0.19835601670933833,0.13968547641073079,0.1530307068194605,0.12342280339527414,0.08886161765111583,0.0310407790626902
1,0,2353,321.85292999999996,467.49,62.26,1.16,2713.19,4063,446.97,823,0,0,1,1,0,0,0,2,0,False,False,False,False,False,0.5,0,0,0.0361428814684085,0.058202813222352365,0.10083256244218315,0.09797661581483896,0.4230328056893783,0.03977694935707415,0.5009129640900791
1,0,1587,468.02851,1625.69,121.72,3.48,14790.17,1356,5059.13,79,0,0,0,0,0,0,0,0,0,False,False,True,True,False,0.5,0,0,0.12830034644586646,0.1198366382303857,0.3154486586493987,0.5340911635109067,0.11252580867171369,0.450224305436281,0.04808277541083384
3,0,549,713.88308,3775.08,46.37,3.21,974.61,1960,678.04,217,0,0,0,0,0,0,0,0,0,False,False,False,True,False,0.5,0,0,0.2993263641007605,0.041731883532179985,0.2904717853839038,0.03519436144881125,0.18180775407203487,0.06034043166671264,0.1320754716981132
5,0,382,670.64017,1499.97,78.51,5.7,2816.79,3058,1162.05,96,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.11829686129911632,0.075046904315197,0.5208140610545791,0.10171773877283945,0.3077540720348704,0.1034136608729624,0.05842970176506391
3,0,736,448.92253,1572.05,282.28,2.42,4297.67,1948,1824.52,107,0,0,0,1,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.12403223522035199,0.2862666238222093,0.21739130434782608,0.15519413033696827,0.18043129158063775,0.16236848030285905,0.06512477175897748
3,0,1749,419.10089,1863.69,301.03,6.04,2726.84,1867,2167.7,98,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.14723790184617297,0.3057021135447223,0.5522664199814986,0.09846953404241336,0.17114016976370727,0.1929089046721919,0.05964698721850274
2,0,2521,468.81122,3904.3,196.81,0.86,5312.21,1424,2156.03,97,1,0,1,1,1,0,0,4,0,False,False,False,False,False,0.5,0,0,0.3096083427092799,0.1976718874711059,0.0730804810360777,0.1918304130185301,0.12032576278963066,0.19187036293785392,0.05903834449178332
3,0,1919,238.85907999999998,381.74,39.66,1.15,4788.73,3302,541.28,275,0,0,1,1,0,0,0,2,0,False,False,False,False,False,0.5,0,0,0.029319791655062776,0.034776569610149986,0.09990749306197963,0.1729269087129887,0.3357421426932783,0.04816982604648431,0.16737674984783932
3,0,3058,282.22056000000003,846.59,75.51,3.3,1964.28,2407,698.26,539,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.06630770185603958,0.07193722595959491,0.29879740980573544,0.07093255795310018,0.2330809818765772,0.062139858733406245,0.3280584297017651
7,0,741,167.19301000000002,2996.75,614.36,0.47,9143.07,1292,1992.77,68,0,0,1,1,0,0,0,2,0,False,True,True,True,False,0.5,1,1,0.23739498807252288,0.6304872865983229,0.037002775208140604,0.3301674621969636,0.10518467538426245,0.17734145774950588,0.041387705416920266
8,0,2097,622.54922,280.32,46.32,1.44,1689.63,1934,944.55,525,0,0,0,0,0,1,0,1,0,False,False,False,False,False,0.5,0,0,0.021249846828596028,0.04168005555958662,0.1267345050878816,0.061014609879597954,0.1788254186740078,0.08405780592707425,0.31953743152769326
1,0,74,748.66653,9393.75,145.74,5.01,10312.78,1536,1738.21,80,1,0,1,1,1,0,0,4,0,False,False,False,True,True,0.5,0,0,0.7464014666261393,0.14473479626423974,0.45698427382053647,0.37240712373366963,0.13317274604267035,0.15468754310571145,0.048691418137553254
1,0,3085,563.54476,1154.29,52.04,0.59,6691.67,1479,1551.31,112,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.09079125562357869,0.047609175624267926,0.04810360777058279,0.24164440409616852,0.12663454920853406,0.13805485671772755,0.06816798539257456
1,0,272,600.4168400000001,1549.94,398.06,1.72,4586.13,1491,1517.39,111,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.12227295223757563,0.4062794771594125,0.15263644773358,0.16561077443411903,0.12801101169993118,0.13503623327053435,0.06755934266585514
5,0,1666,518.18385,3671.13,124.82,0.54,8788.93,1154,3279.54,59,1,0,0,0,0,0,0,1,0,False,False,True,False,False,0.5,0,0,0.2910551082862149,0.12304997253117451,0.043478260869565216,0.3173790328113817,0.08935535673319568,0.29185425530684145,0.035909920876445525
7,0,1962,156.28149,2485.28,221.28,1.59,7908.21,1321,3665.24,136,0,0,0,1,0,0,0,1,0,False,False,True,False,False,0.5,0,0,0.19669754496078018,0.22303649725830024,0.14061054579093432,0.285575154321322,0.1085111264051388,0.32617863807754977,0.08277541083384053
3,0,1870,606.1697,2000.93,67.04,0.79,6145.62,1244,2069.59,189,0,0,1,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.15815802832994635,0.06315756740227836,0.0666049953746531,0.22192586943191986,0.09967882541867401,0.18417785672395703,0.11503347534996956
4,0,2576,147.63921000000002,1398.32,234.33,1.52,2443.25,5876,2729.76,61,1,0,0,1,0,0,0,2,0,False,False,False,False,False,0.5,0,0,0.1102086154737333,0.2365635981051693,0.1341350601295097,0.088228751613269,0.6309933470979583,0.24292799354982822,0.03712720632988436
2,0,312,338.89114,4446.41,169.08,3.74,6516.43,1686,2343.23,97,0,0,1,1,0,0,0,2,0,False,False,False,False,False,0.5,0,0,0.3527437971549108,0.16892809387082397,0.33950046253469013,0.23531627294597543,0.1503785271851342,0.20852974705679764,0.05903834449178332
1,0,2445,254.57009,339.53,89.58,1.54,5264.83,1491,580.95,155,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.02596116050612606,0.08652161744736869,0.13598519888991673,0.19011946315607775,0.12801101169993118,0.05170015600374125,0.09433962264150944
1,0,2076,355.62052,150.84,54.33,1.44,1629.21,2199,761.27,208,0,0,1,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.010947180134345248,0.04998289676904419,0.1267345050878816,0.05883276963710385,0.20922229869236064,0.06774727215933918,0.12659768715763847
8,0,2079,158.26378,603.07,100.89,1.79,1927.82,1182,1092.74,190,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.04693092248174277,0.09824510484798855,0.15911193339500462,0.06961594267270735,0.09256710254645562,0.09724559509687272,0.11564211807668898
7,0,200,410.42906,584.55,34.33,0.34,3360.21,1216,2379.27,129,0,0,1,0,0,0,0,1,0,False,False,False,False,False,0.5,0,0,0.045457294221181097,0.02925170773169695,0.02497687326549491,0.12134130091411956,0.09646707960541409,0.21173703446944045,0.07851491174680462
1,0,803,699.27465,5191.7,143.63,0.41,10095.0,1192,1960.13,63,0,0,0,0,0,0,0,0,0,False,True,True,True,True,0.5,1,1,0.4120461949040471,0.1425476558207996,0.03145235892691951,0.36454282105226665,0.09371415462261987,0.17443674462107467,0.03834449178332319
2,0,2016,534.91121,287.09,119.45,1.76,9512.57,2917,2689.83,97,1,0,1,1,1,0,0,4,0,False,False,False,False,False,0.5,0,0,0.021788532753218192,0.11748364827464679,0.15633672525439407,0.3435105600056622,0.29158063776095433,0.23937452555907274,0.05903834449178332
3,0,2417,436.81580999999994,1302.05,145.68,0.54,2216.61,4003,590.73,304,1,0,1,0,0,0,0,2,0,False,False,False,False,False,0.5,0,0,0.10254845388386982,0.14467260269712767,0.043478260869565216,0.08004450347426101,0.4161504932323927,0.052570502033032214,0.18502738892270237
6,0,2844,424.46955999999994,888.1,122.19,6.09,2068.18,2114,1126.33,71,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.06961063431262245,0.12032382117276336,0.5568917668825161,0.07468451427873965,0.19947235604496444,0.1002348510400101,0.04321363359707851
3,0,2886,796.80209,2185.5,190.63,2.27,5689.73,1806,1561.9,218,1,1,1,1,0,0,0,4,0,False,False,False,True,False,0.5,0,0,0.1728441821124445,0.1912659500585656,0.20351526364477338,0.20546312285544457,0.1641431520991053,0.13899728662061012,0.13268411442483263
1,0,2900,488.40065,12498.65,140.58,2.14,10677.1,5360,1153.07,73,0,0,0,1,0,0,0,1,0,False,False,True,True,False,0.5,0,0,0.9934569950396336,0.13938614949260414,0.1914893617021277,0.38556316539446817,0.5718054599678826,0.10261450879289769,0.044430919050517347
2,0,2719,118.38781999999999,374.71,161.34,2.77,1275.21,7519,2816.89,43,1,0,1,0,0,0,0,2,0,False,False,False,False,False,0.5,0,0,0.028760417644709182,0.16090512371337057,0.24976873265494912,0.04604939582308677,0.8194540032117458,0.2506819045449327,0.026171637248934874
5,0,3049,170.33096,716.14,296.15,0.3,1316.51,2626,1308.88,308,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0.5,0,0,0.05592785268809847,0.3006437034196096,0.021276595744680847,0.0475407894347221,0.25820142234457444,0.11648042032907624,0.18746195982958003
1,0,2103,439.18685,131.93,164.1,0.85,3478.01,2115,1040.97,149,0,0,1,1,1,0,0,3,0,False,False,False,False,False,0.5,0,0,0.00944251974518644,0.1637660278005245,0.07215541165587419,0.12559520327369925,0.19958706125258086,0.09263845665756867,0.09068776628119293
